date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-05-23,monthly,101,17,84,0,-67,0.20,385,16.83,83.17,-1.10,1.96,27,20,101,7,1.35,26.73,19.80,511,38,59,101,-21,0.64,37.62,58.42,474,101,101,101,0,1.00,100.00,100.00,0,17,101,16.83,29,101,28.71,52,101,51.49,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.20,0.10,0.10,3.37,Very Poor,Weak Signal (Bearish),Neutral,16.83
2024-05-24,monthly,101,75,26,0,49,2.88,434,74.26,25.74,0.76,2.51,18,18,101,0,1.00,17.82,17.82,511,21,37,101,-16,0.57,20.79,36.63,458,101,101,101,0,1.00,100.00,100.00,0,57,101,56.44,47,101,46.53,50,101,49.50,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.10,0.10,0.25,0.10,0.15,14.85,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),74.26
2024-05-28,monthly,101,47,53,1,-6,0.89,428,46.53,52.48,-0.43,2.06,14,33,101,-19,0.42,13.86,32.67,492,25,48,101,-23,0.52,24.75,47.52,435,101,101,101,0,1.00,100.00,100.00,0,49,101,48.51,36,101,35.64,44,101,43.56,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.10,0.10,0.25,0.10,0.15,9.31,Very Poor,Neutral,Neutral,46.53
2024-05-29,monthly,101,20,81,0,-61,0.25,367,19.80,80.20,-1.02,1.25,4,38,101,-34,0.11,3.96,37.62,458,10,66,101,-56,0.15,9.90,65.35,379,101,101,101,0,1.00,100.00,100.00,0,18,101,17.82,22,101,21.78,35,101,34.65,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.20,0.00,0.25,0.10,0.15,3.96,Very Poor,Weak Signal (Bearish),Neutral,19.80
2024-05-30,monthly,101,59,42,0,17,1.40,384,58.42,41.58,-0.37,2.33,5,28,101,-23,0.18,4.95,27.72,435,21,54,101,-33,0.39,20.79,53.47,346,101,101,101,0,1.00,100.00,100.00,0,37,101,36.63,31,101,30.69,29,101,28.71,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.10,0.20,-0.10,0.25,0.10,0.15,11.68,Very Poor,Neutral,Neutral,58.42
2024-05-31,monthly,101,63,38,0,25,1.66,409,62.38,37.62,0.50,2.03,7,35,101,-28,0.20,6.93,34.65,407,47,52,101,-5,0.90,46.53,51.49,341,101,101,101,0,1.00,100.00,100.00,0,61,101,60.40,49,101,48.51,41,101,40.59,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.10,0.20,-0.10,0.20,0.10,0.10,12.48,Very Poor,Neutral,Neutral,62.38
2024-06-03,monthly,101,40,61,0,-21,0.66,388,39.60,60.40,-0.16,1.78,13,16,101,-3,0.81,12.87,15.84,404,46,22,101,24,2.09,45.54,21.78,365,101,101,101,0,1.00,100.00,100.00,0,55,101,54.46,42,101,41.58,34,101,33.66,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.20,-0.10,0.15,0.10,0.05,7.92,Very Poor,Neutral,Neutral,39.60
2024-06-04,monthly,101,59,42,0,17,1.40,405,58.42,41.58,0.17,1.27,17,12,101,5,1.42,16.83,11.88,409,38,20,101,18,1.90,37.62,19.80,383,101,101,101,0,1.00,100.00,100.00,0,55,101,54.46,51,101,50.50,37,101,36.63,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.20,-0.10,0.10,0.10,0.00,11.68,Very Poor,Neutral,Neutral,58.42
2024-06-05,monthly,101,79,22,0,57,3.59,462,78.22,21.78,1.56,2.41,21,6,101,15,3.50,20.79,5.94,424,56,14,101,42,4.00,55.45,13.86,425,101,101,101,0,1.00,100.00,100.00,0,79,101,78.22,75,101,74.26,62,101,61.39,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.20,0.00,0.15,0.10,0.05,15.64,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),78.22
2024-06-06,monthly,101,46,54,1,-8,0.85,454,45.54,53.47,-0.03,1.44,26,7,101,19,3.71,25.74,6.93,443,69,14,101,55,4.93,68.32,13.86,480,101,101,101,0,1.00,100.00,100.00,0,68,101,67.33,74,101,73.27,60,101,59.41,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.20,0.00,0.15,0.10,0.05,9.11,Very Poor,Neutral,Neutral,45.54
2024-06-07,monthly,101,34,67,0,-33,0.51,421,33.66,66.34,-0.29,1.01,14,4,101,10,3.50,13.86,3.96,453,35,21,101,14,1.67,34.65,20.79,494,101,101,101,0,1.00,100.00,100.00,0,34,101,33.66,67,101,66.34,58,101,57.43,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.10,0.10,0.15,0.10,0.05,6.73,Very Poor,Neutral,Neutral,33.66
2024-06-10,monthly,101,63,38,0,25,1.66,446,62.38,37.62,0.47,1.84,14,13,101,1,1.08,13.86,12.87,454,32,60,101,-28,0.53,31.68,59.41,466,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,67,101,66.34,65,101,64.36,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.15,0.10,0.05,12.48,Very Poor,Neutral,Neutral,62.38
2024-06-11,monthly,101,50,50,1,0,1.00,446,49.50,49.50,0.09,1.40,18,12,101,6,1.50,17.82,11.88,460,33,36,101,-3,0.92,32.67,35.64,463,101,101,101,0,1.00,100.00,100.00,0,62,101,61.39,61,101,60.40,69,101,68.32,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.15,0.10,0.05,9.90,Very Poor,Neutral,Neutral,49.50
2024-06-12,monthly,101,64,36,1,28,1.78,474,63.37,35.64,0.93,2.03,42,7,101,35,6.00,41.58,6.93,495,79,19,101,60,4.16,78.22,18.81,523,101,101,101,0,1.00,100.00,100.00,0,65,101,64.36,66,101,65.35,72,101,71.29,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.15,0.10,0.05,12.67,Very Poor,Neutral,Neutral,63.37
2024-06-13,monthly,101,29,71,1,-42,0.41,432,28.71,70.30,-0.59,2.05,17,14,101,3,1.21,16.83,13.86,498,25,41,101,-16,0.61,24.75,40.59,507,101,101,101,0,1.00,100.00,100.00,0,41,101,40.59,48,101,47.52,62,101,61.39,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.10,0.15,-0.05,5.74,Very Poor,Weak Signal (Bearish),Neutral,28.71
2024-06-14,monthly,101,48,53,0,-5,0.91,427,47.52,52.48,0.13,1.97,13,18,101,-5,0.72,12.87,17.82,493,15,46,101,-31,0.33,14.85,45.54,476,101,101,101,0,1.00,100.00,100.00,0,42,101,41.58,48,101,47.52,56,101,55.45,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.10,0.15,-0.05,9.50,Very Poor,Neutral,Neutral,47.52
2024-06-17,monthly,101,76,25,0,51,3.04,478,75.25,24.75,1.08,1.74,31,17,101,14,1.82,30.69,16.83,507,60,37,101,23,1.62,59.41,36.63,499,101,101,101,0,1.00,100.00,100.00,0,74,101,73.27,67,101,66.34,70,101,69.31,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.10,0.10,0.15,0.15,0.00,15.05,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),75.25
2024-06-18,monthly,101,51,49,1,2,1.04,480,50.50,48.51,0.06,1.75,32,12,101,20,2.67,31.68,11.88,527,57,23,101,34,2.48,56.44,22.77,533,101,101,101,0,1.00,100.00,100.00,0,62,101,61.39,59,101,58.42,65,101,64.36,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.10,0.10,0.15,0.15,0.00,10.10,Very Poor,Neutral,Neutral,50.50
2024-06-20,monthly,101,46,55,0,-9,0.84,471,45.54,54.46,-0.33,2.17,21,12,101,9,1.75,20.79,11.88,536,39,24,101,15,1.62,38.61,23.76,548,101,101,101,0,1.00,100.00,100.00,0,44,101,43.56,56,101,55.45,63,101,62.38,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.10,0.10,0.00,0.15,0.15,0.00,9.11,Very Poor,Neutral,Neutral,45.54
2024-06-21,monthly,101,66,35,0,31,1.89,502,65.35,34.65,0.33,1.55,22,2,101,20,11.00,21.78,1.98,556,41,33,101,8,1.24,40.59,32.67,556,101,101,101,0,1.00,100.00,100.00,0,62,101,61.39,68,101,67.33,65,101,64.36,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.15,0.15,0.00,13.07,Very Poor,Neutral,Neutral,65.35
2024-06-24,monthly,101,45,55,1,-10,0.82,492,44.55,54.46,-0.52,2.01,24,5,101,19,4.80,23.76,4.95,575,54,24,101,30,2.25,53.47,23.76,586,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,55,101,54.46,59,101,58.42,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.15,0.10,0.05,8.91,Very Poor,Neutral,Neutral,44.55
2024-06-25,monthly,101,59,41,1,18,1.44,510,58.42,40.59,0.65,1.77,16,11,101,5,1.45,15.84,10.89,580,34,43,101,-9,0.79,33.66,42.57,577,101,101,101,0,1.00,100.00,100.00,0,58,101,57.43,58,101,57.43,68,101,67.33,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.10,0.00,11.68,Very Poor,Neutral,Neutral,58.42
2024-06-26,monthly,101,37,64,0,-27,0.58,483,36.63,63.37,-0.34,1.54,12,12,101,0,1.00,11.88,11.88,580,27,45,101,-18,0.60,26.73,44.55,559,101,101,101,0,1.00,100.00,100.00,0,43,101,42.57,43,101,42.57,55,101,54.46,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.10,0.00,7.33,Very Poor,Neutral,Neutral,36.63
2024-06-27,monthly,101,66,35,0,31,1.89,514,65.35,34.65,0.45,1.71,20,12,101,8,1.67,19.80,11.88,588,45,28,101,17,1.61,44.55,27.72,576,101,101,101,0,1.00,100.00,100.00,0,57,101,56.44,51,101,50.50,61,101,60.40,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.05,0.05,13.07,Very Poor,Neutral,Neutral,65.35
2024-06-28,monthly,101,41,60,0,-19,0.68,495,40.59,59.41,-0.22,1.52,21,11,101,10,1.91,20.79,10.89,598,57,38,101,19,1.50,56.44,37.62,595,101,101,101,0,1.00,100.00,100.00,0,45,101,44.55,49,101,48.51,51,101,50.50,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.05,0.05,8.12,Very Poor,Neutral,Neutral,40.59
2024-07-01,monthly,101,41,59,1,-18,0.69,477,40.59,58.42,-0.21,1.55,17,21,101,-4,0.81,16.83,20.79,594,30,58,101,-28,0.52,29.70,57.43,567,101,101,101,0,1.00,100.00,100.00,0,41,101,40.59,43,101,42.57,46,101,45.54,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.05,0.05,8.12,Very Poor,Neutral,Neutral,40.59
2024-07-02,monthly,101,75,26,0,49,2.88,526,74.26,25.74,0.79,1.53,16,14,101,2,1.14,15.84,13.86,596,33,32,101,1,1.03,32.67,31.68,568,101,101,101,0,1.00,100.00,100.00,0,66,101,65.35,54,101,53.47,60,101,59.41,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.00,0.10,0.15,0.05,0.10,14.85,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),74.26
2024-07-03,monthly,101,53,48,0,5,1.10,531,52.48,47.52,0.28,1.36,20,9,101,11,2.22,19.80,8.91,607,47,19,101,28,2.47,46.53,18.81,596,101,101,101,0,1.00,100.00,100.00,0,66,101,65.35,57,101,56.44,57,101,56.44,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.00,0.10,0.15,0.05,0.10,10.50,Very Poor,Neutral,Neutral,52.48
2024-07-05,monthly,101,69,31,1,38,2.23,569,68.32,30.69,0.75,1.68,29,8,101,21,3.62,28.71,7.92,628,58,22,101,36,2.64,57.43,21.78,632,101,101,101,0,1.00,100.00,100.00,0,71,101,70.30,71,101,70.30,62,101,61.39,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.00,0.10,0.10,0.05,0.05,13.66,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),68.32
2024-07-08,monthly,101,43,58,0,-15,0.74,554,42.57,57.43,-0.01,1.45,22,9,101,13,2.44,21.78,8.91,641,45,36,101,9,1.25,44.55,35.64,641,101,101,101,0,1.00,100.00,100.00,0,53,101,52.48,65,101,64.36,60,101,59.41,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.00,0.10,0.10,0.05,0.05,8.51,Very Poor,Neutral,Neutral,42.57
2024-07-09,monthly,101,38,62,1,-24,0.61,530,37.62,61.39,-0.30,1.28,27,18,101,9,1.50,26.73,17.82,650,38,45,101,-7,0.84,37.62,44.55,634,101,101,101,0,1.00,100.00,100.00,0,38,101,37.62,47,101,46.53,60,101,59.41,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.00,0.10,0.10,0.05,0.05,7.52,Very Poor,Neutral,Neutral,37.62
2024-07-10,monthly,101,72,28,1,44,2.57,574,71.29,27.72,0.80,1.41,23,14,101,9,1.64,22.77,13.86,659,41,40,101,1,1.02,40.59,39.60,635,101,101,101,0,1.00,100.00,100.00,0,72,101,71.29,63,101,62.38,61,101,60.40,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.00,0.20,0.15,0.05,0.10,14.26,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),71.29
2024-07-11,monthly,101,50,51,0,-1,0.98,573,49.50,50.50,-0.61,2.52,29,7,101,22,4.14,28.71,6.93,681,65,34,101,31,1.91,64.36,33.66,666,101,101,101,0,1.00,100.00,100.00,0,51,101,50.50,55,101,54.46,63,101,62.38,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.00,0.20,0.15,0.05,0.10,9.90,Very Poor,Neutral,Neutral,49.50
2024-07-12,monthly,101,81,20,0,61,4.05,634,80.20,19.80,0.97,1.22,39,2,101,37,19.50,38.61,1.98,718,57,16,101,41,3.56,56.44,15.84,707,101,101,101,0,1.00,100.00,100.00,0,71,101,70.30,68,101,67.33,76,101,75.25,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.00,0.30,0.20,0.05,0.15,16.04,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),80.20
2024-07-15,monthly,101,58,43,0,15,1.35,649,57.43,42.57,0.41,2.23,26,6,101,20,4.33,25.74,5.94,738,36,20,101,16,1.80,35.64,19.80,723,101,101,101,0,1.00,100.00,100.00,0,73,101,72.28,63,101,62.38,75,101,74.26,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.00,0.30,0.20,0.00,0.20,11.49,Very Poor,Neutral,Neutral,57.43
2024-07-16,monthly,101,75,25,1,50,3.00,699,74.26,24.75,1.02,1.87,42,5,101,37,8.40,41.58,4.95,775,57,24,101,33,2.38,56.44,23.76,756,101,101,101,0,1.00,100.00,100.00,0,72,101,71.29,71,101,70.30,80,101,79.21,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.40,0.00,0.40,0.25,0.00,0.25,14.85,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),74.26
2024-07-17,monthly,101,32,69,0,-37,0.46,662,31.68,68.32,-2.01,3.74,41,26,101,15,1.58,40.59,25.74,790,46,47,101,-1,0.98,45.54,46.53,755,101,101,101,0,1.00,100.00,100.00,0,42,101,41.58,50,101,49.50,58,101,57.43,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.00,0.30,0.20,0.00,0.20,6.34,Very Poor,Weak Signal (Bearish),Neutral,31.68
2024-07-18,monthly,101,27,73,1,-46,0.37,616,26.73,72.28,-0.83,1.63,23,35,101,-12,0.66,22.77,34.65,778,27,59,101,-32,0.46,26.73,58.42,723,101,101,101,0,1.00,100.00,100.00,0,22,101,21.78,36,101,35.64,49,101,48.51,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.10,0.20,0.20,0.05,0.15,5.35,Very Poor,Weak Signal (Bearish),Neutral,26.73
2024-07-19,monthly,101,35,66,0,-31,0.53,585,34.65,65.35,-0.54,2.79,4,23,101,-19,0.17,3.96,22.77,759,9,60,101,-51,0.15,8.91,59.41,672,101,101,101,0,1.00,100.00,100.00,0,22,101,21.78,27,101,26.73,41,101,40.59,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.10,0.20,0.20,0.05,0.15,6.93,Very Poor,Neutral,Neutral,34.65
2024-07-22,monthly,101,73,28,0,45,2.61,630,72.28,27.72,1.11,2.48,6,5,101,1,1.20,5.94,4.95,760,24,27,101,-3,0.89,23.76,26.73,669,101,101,101,0,1.00,100.00,100.00,0,67,101,66.34,44,101,43.56,50,101,49.50,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.40,0.10,0.30,0.25,0.05,0.20,14.46,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),72.28
2024-07-23,monthly,101,31,70,0,-39,0.44,591,30.69,69.31,-0.77,1.91,1,10,101,-9,0.10,0.99,9.90,751,38,29,101,9,1.31,37.62,28.71,678,101,101,101,0,1.00,100.00,100.00,0,45,101,44.55,32,101,31.68,38,101,37.62,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.40,0.10,0.30,0.25,0.05,0.20,6.14,Very Poor,Weak Signal (Bearish),Neutral,30.69
2024-07-24,monthly,101,23,78,0,-55,0.29,536,22.77,77.23,-2.51,2.95,3,47,101,-44,0.06,2.97,46.53,707,14,87,101,-73,0.16,13.86,86.14,605,101,101,101,0,1.00,100.00,100.00,0,16,101,15.84,11,101,10.89,26,101,25.74,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.30,0.20,0.10,0.25,0.10,0.15,4.55,Very Poor,Weak Signal (Bearish),Neutral,22.77
2024-07-25,monthly,101,41,60,0,-19,0.68,517,40.59,59.41,-0.66,2.32,11,52,101,-41,0.21,10.89,51.49,666,29,63,101,-34,0.46,28.71,62.38,571,101,101,101,0,1.00,100.00,100.00,0,27,101,26.73,21,101,20.79,24,101,23.76,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.20,0.10,0.25,0.10,0.15,8.12,Very Poor,Neutral,Neutral,40.59
2024-07-26,monthly,101,83,18,0,65,4.61,582,82.18,17.82,0.96,4.76,5,14,101,-9,0.36,4.95,13.86,657,18,16,101,2,1.12,17.82,15.84,573,101,101,101,0,1.00,100.00,100.00,0,72,101,71.29,37,101,36.63,34,101,33.66,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.20,0.10,0.30,0.10,0.20,16.44,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),82.18
2024-07-29,monthly,101,59,41,1,18,1.44,600,58.42,40.59,0.31,1.81,11,9,101,2,1.22,10.89,8.91,659,47,12,101,35,3.92,46.53,11.88,608,101,101,101,0,1.00,100.00,100.00,0,75,101,74.26,44,101,43.56,36,101,35.64,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.20,0.10,0.30,0.10,0.20,11.68,Very Poor,Neutral,Neutral,58.42
2024-07-30,monthly,101,42,59,0,-17,0.71,583,41.58,58.42,-0.82,2.42,18,23,101,-5,0.78,17.82,22.77,654,48,47,101,1,1.02,47.52,46.53,609,101,101,101,0,1.00,100.00,100.00,0,43,101,42.57,44,101,43.56,33,101,32.67,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.20,0.00,0.30,0.10,0.20,8.32,Very Poor,Neutral,Neutral,41.58
2024-07-31,monthly,101,77,24,0,53,3.21,636,76.24,23.76,1.94,3.39,23,5,101,18,4.60,22.77,4.95,672,65,8,101,57,8.12,64.36,7.92,666,101,101,101,0,1.00,100.00,100.00,0,80,101,79.21,78,101,77.23,52,101,51.49,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.20,0.10,0.30,0.10,0.20,15.25,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),76.24
2024-08-01,monthly,101,19,82,0,-63,0.23,573,18.81,81.19,-2.29,3.32,15,34,101,-19,0.44,14.85,33.66,653,37,58,101,-21,0.64,36.63,57.43,645,101,101,101,0,1.00,100.00,100.00,0,27,101,26.73,41,101,40.59,38,101,37.62,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.20,0.10,0.30,0.15,0.15,3.76,Very Poor,Weak Signal (Bearish),Neutral,18.81
2024-08-02,monthly,101,25,76,0,-51,0.33,522,24.75,75.25,-2.63,4.39,14,53,101,-39,0.26,13.86,52.48,614,20,78,101,-58,0.26,19.80,77.23,587,101,101,101,0,1.00,100.00,100.00,0,23,101,22.77,29,101,28.71,29,101,28.71,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.30,0.30,0.00,0.30,0.20,0.10,4.95,Very Poor,Weak Signal (Bearish),Neutral,24.75
2024-08-05,monthly,101,12,89,0,-77,0.13,445,11.88,88.12,-2.21,1.85,10,74,101,-64,0.14,9.90,73.27,550,15,90,101,-75,0.17,14.85,89.11,512,101,101,101,0,1.00,100.00,100.00,0,5,101,4.95,6,101,5.94,16,101,15.84,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.60,-0.40,0.20,0.40,-0.20,0.30,0.25,0.05,2.38,Very Poor,Weak Signal (Bearish),Neutral,11.88
2024-08-06,monthly,101,75,26,0,49,2.88,494,74.26,25.74,1.12,2.09,3,7,101,-4,0.43,2.97,6.93,546,26,19,101,7,1.37,25.74,18.81,519,101,101,101,0,1.00,100.00,100.00,0,45,101,44.55,13,101,12.87,19,101,18.81,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.60,-0.20,0.30,0.40,-0.10,0.35,0.25,0.10,14.85,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),74.26
2024-08-07,monthly,101,29,72,0,-43,0.40,451,28.71,71.29,-0.55,4.39,7,13,101,-6,0.54,6.93,12.87,540,53,20,101,33,2.65,52.48,19.80,552,101,101,101,0,1.00,100.00,100.00,0,48,101,47.52,16,101,15.84,21,101,20.79,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.80,-0.60,0.30,0.40,-0.10,0.30,0.30,0.00,5.74,Very Poor,Weak Signal (Bearish),Neutral,28.71
