date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-10-21,monthly,101,33,67,1,-34,0.49,1145,32.67,66.34,-0.35,1.57,20,14,101,6,1.43,19.80,13.86,1225,31,48,101,-17,0.65,30.69,47.52,1394,101,101,101,0,1.00,100.00,100.00,0,46,101,45.54,45,101,44.55,62,101,61.39,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.50,0.00,0.50,0.30,0.15,0.15,6.53,Very Poor,Weak Signal (Bearish),Neutral,32.67
2024-10-22,monthly,101,48,53,0,-5,0.91,1140,47.52,52.48,-0.05,1.22,11,15,101,-4,0.73,10.89,14.85,1221,24,52,101,-28,0.46,23.76,51.49,1366,101,101,101,0,1.00,100.00,100.00,0,40,101,39.60,45,101,44.55,59,101,58.42,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.40,0.00,0.40,0.30,0.15,0.15,9.50,Very Poor,Neutral,Neutral,47.52
2024-10-23,monthly,101,20,80,1,-60,0.25,1080,19.80,79.21,-1.15,1.65,6,24,101,-18,0.25,5.94,23.76,1203,20,67,101,-47,0.30,19.80,66.34,1319,101,101,101,0,1.00,100.00,100.00,0,21,101,20.79,23,101,22.77,36,101,35.64,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.10,0.20,0.30,0.20,0.10,3.96,Very Poor,Weak Signal (Bearish),Neutral,19.80
2024-10-24,monthly,101,62,39,0,23,1.59,1103,61.39,38.61,0.64,2.77,9,15,101,-6,0.60,8.91,14.85,1197,25,31,101,-6,0.81,24.75,30.69,1313,101,101,101,0,1.00,100.00,100.00,0,36,101,35.64,34,101,33.66,36,101,35.64,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.10,0.20,0.30,0.20,0.10,12.28,Very Poor,Neutral,Neutral,61.39
2024-10-25,monthly,101,64,37,0,27,1.73,1130,63.37,36.63,0.40,1.13,16,9,101,7,1.78,15.84,8.91,1204,62,19,101,43,3.26,61.39,18.81,1356,101,101,101,0,1.00,100.00,100.00,0,61,101,60.40,46,101,45.54,41,101,40.59,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.20,0.10,0.10,0.30,0.20,0.10,12.67,Very Poor,Neutral,Neutral,63.37
2024-10-28,monthly,101,54,47,0,7,1.15,1137,53.47,46.53,0.21,1.51,11,11,101,0,1.00,10.89,10.89,1204,27,22,101,5,1.23,26.73,21.78,1361,101,101,101,0,1.00,100.00,100.00,0,59,101,58.42,53,101,52.48,44,101,43.56,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.30,0.20,0.10,10.69,Very Poor,Neutral,Neutral,53.47
2024-10-29,monthly,101,60,41,0,19,1.46,1156,59.41,40.59,0.68,2.11,16,19,101,-3,0.84,15.84,18.81,1201,40,45,101,-5,0.89,39.60,44.55,1356,101,101,101,0,1.00,100.00,100.00,0,63,101,62.38,62,101,61.39,56,101,55.45,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.30,0.15,0.15,11.88,Very Poor,Neutral,Neutral,59.41
2024-10-30,monthly,101,36,65,0,-29,0.55,1127,35.64,64.36,-0.80,2.28,18,19,101,-1,0.95,17.82,18.81,1200,34,37,101,-3,0.92,33.66,36.63,1353,101,101,101,0,1.00,100.00,100.00,0,44,101,43.56,51,101,50.50,46,101,45.54,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.10,0.00,0.30,0.15,0.15,7.13,Very Poor,Neutral,Neutral,35.64
2024-10-31,monthly,101,25,76,0,-51,0.33,1076,24.75,75.25,-1.56,2.47,8,33,101,-25,0.24,7.92,32.67,1175,16,60,101,-44,0.27,15.84,59.41,1309,101,101,101,0,1.00,100.00,100.00,0,23,101,22.77,25,101,24.75,25,101,24.75,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.20,-0.10,0.30,0.15,0.15,4.95,Very Poor,Weak Signal (Bearish),Neutral,24.75
2024-11-01,monthly,101,64,37,0,27,1.73,1103,63.37,36.63,0.71,2.82,10,26,101,-16,0.38,9.90,25.74,1159,15,44,101,-29,0.34,14.85,43.56,1280,101,101,101,0,1.00,100.00,100.00,0,36,101,35.64,31,101,30.69,32,101,31.68,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.00,0.20,-0.20,0.25,0.15,0.10,12.67,Very Poor,Neutral,Neutral,63.37
2024-11-04,monthly,101,47,54,0,-7,0.87,1096,46.53,53.47,-0.21,1.76,8,15,101,-7,0.53,7.92,14.85,1152,26,28,101,-2,0.93,25.74,27.72,1278,101,101,101,0,1.00,100.00,100.00,0,58,101,57.43,37,101,36.63,29,101,28.71,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.00,0.20,-0.20,0.25,0.10,0.15,9.31,Very Poor,Neutral,Neutral,46.53
2024-11-05,monthly,101,88,13,0,75,6.77,1171,87.13,12.87,1.37,3.10,15,8,101,7,1.88,14.85,7.92,1159,60,17,101,43,3.53,59.41,16.83,1321,101,101,101,0,1.00,100.00,100.00,0,82,101,81.19,61,101,60.40,61,101,60.40,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.10,0.20,-0.10,0.25,0.10,0.15,17.43,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),87.13
2024-11-06,monthly,101,77,24,0,53,3.21,1224,76.24,23.76,2.82,3.64,52,12,101,40,4.33,51.49,11.88,1199,86,17,101,69,5.06,85.15,16.83,1390,101,101,101,0,1.00,100.00,100.00,0,83,101,82.18,82,101,81.19,72,101,71.29,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.20,0.10,0.10,0.25,0.10,0.15,15.25,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),76.24
2024-11-07,monthly,101,76,25,0,51,3.04,1275,75.25,24.75,1.68,5.35,43,7,101,36,6.14,42.57,6.93,1235,64,7,101,57,9.14,63.37,6.93,1447,101,101,101,0,1.00,100.00,100.00,0,86,101,85.15,88,101,87.13,80,101,79.21,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.30,0.10,0.20,0.30,0.10,0.20,15.05,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),75.25
2024-11-08,monthly,101,47,54,0,-7,0.87,1268,46.53,53.47,0.49,4.06,38,4,101,34,9.50,37.62,3.96,1269,48,11,101,37,4.36,47.52,10.89,1484,101,101,101,0,1.00,100.00,100.00,0,63,101,62.38,84,101,83.17,75,101,74.26,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.30,0.10,0.20,0.25,0.10,0.15,9.31,Very Poor,Neutral,Neutral,46.53
2024-11-11,monthly,101,55,46,0,9,1.20,1277,54.46,45.54,0.63,3.35,37,5,101,32,7.40,36.63,4.95,1301,49,34,101,15,1.44,48.51,33.66,1499,101,101,101,0,1.00,100.00,100.00,0,57,101,56.44,76,101,75.25,72,101,71.29,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.30,0.10,0.20,0.20,0.10,0.10,10.89,Very Poor,Neutral,Neutral,54.46
2024-11-12,monthly,101,45,55,1,-10,0.82,1267,44.55,54.46,-0.14,2.92,25,10,101,15,2.50,24.75,9.90,1316,36,37,101,-1,0.97,35.64,36.63,1498,101,101,101,0,1.00,100.00,100.00,0,48,101,47.52,61,101,60.40,69,101,68.32,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.10,0.20,0.20,0.10,0.10,8.91,Very Poor,Neutral,Neutral,44.55
2024-11-13,monthly,101,55,46,0,9,1.20,1276,54.46,45.54,-0.10,1.96,30,17,101,13,1.76,29.70,16.83,1329,37,42,101,-5,0.88,36.63,41.58,1493,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,56,101,55.45,69,101,68.32,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.30,0.10,0.20,0.20,0.10,0.10,10.89,Very Poor,Neutral,Neutral,54.46
2024-11-14,monthly,101,31,70,0,-39,0.44,1237,30.69,69.31,-0.71,1.48,16,13,101,3,1.23,15.84,12.87,1332,26,51,101,-25,0.51,25.74,50.50,1468,101,101,101,0,1.00,100.00,100.00,0,28,101,27.72,40,101,39.60,65,101,64.36,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.30,0.00,0.30,0.20,0.10,0.10,6.14,Very Poor,Weak Signal (Bearish),Neutral,30.69
2024-11-15,monthly,101,12,89,0,-77,0.13,1160,11.88,88.12,-2.12,2.56,3,29,101,-26,0.10,2.97,28.71,1306,6,84,101,-78,0.07,5.94,83.17,1390,101,101,101,0,1.00,100.00,100.00,0,9,101,8.91,11,101,10.89,41,101,40.59,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.30,0.10,0.20,0.15,0.15,0.00,2.38,Very Poor,Weak Signal (Bearish),Neutral,11.88
2024-11-18,monthly,101,65,36,0,29,1.81,1189,64.36,35.64,0.70,2.03,8,23,101,-15,0.35,7.92,22.77,1291,18,59,101,-41,0.31,17.82,58.42,1349,101,101,101,0,1.00,100.00,100.00,0,36,101,35.64,22,101,21.78,41,101,40.59,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.30,0.10,0.20,0.15,0.15,0.00,12.87,Very Poor,Neutral,Neutral,64.36
2024-11-19,monthly,101,49,52,0,-3,0.94,1186,48.51,51.49,0.23,2.17,7,18,101,-11,0.39,6.93,17.82,1280,27,51,101,-24,0.53,26.73,50.50,1325,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,30,101,29.70,41,101,40.59,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.20,0.10,0.10,0.15,0.15,0.00,9.70,Very Poor,Neutral,Neutral,48.51
2024-11-20,monthly,101,63,38,0,25,1.66,1211,62.38,37.62,0.47,1.77,7,12,101,-5,0.58,6.93,11.88,1275,41,33,101,8,1.24,40.59,32.67,1333,101,101,101,0,1.00,100.00,100.00,0,62,101,61.39,42,101,41.58,39,101,38.61,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.15,0.10,0.05,12.48,Very Poor,Neutral,Neutral,62.38
2024-11-21,monthly,101,81,20,0,61,4.05,1272,80.20,19.80,0.98,2.77,18,10,101,8,1.80,17.82,9.90,1283,81,18,101,63,4.50,80.20,17.82,1396,101,101,101,0,1.00,100.00,100.00,0,78,101,77.23,77,101,76.24,51,101,50.50,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.10,0.10,0.00,0.20,0.10,0.10,16.04,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),80.20
2024-11-22,monthly,101,69,32,0,37,2.16,1309,68.32,31.68,0.77,2.09,26,3,101,23,8.67,25.74,2.97,1306,74,6,101,68,12.33,73.27,5.94,1464,101,101,101,0,1.00,100.00,100.00,0,82,101,81.19,84,101,83.17,63,101,62.38,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.20,0.10,0.10,13.66,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),68.32
2024-11-25,monthly,101,70,31,0,39,2.26,1348,69.31,30.69,0.72,1.98,29,2,101,27,14.50,28.71,1.98,1333,77,10,101,67,7.70,76.24,9.90,1531,101,101,101,0,1.00,100.00,100.00,0,76,101,75.25,84,101,83.17,73,101,72.28,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.20,0.10,0.10,13.86,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),69.31
2024-11-26,monthly,101,52,49,0,3,1.06,1351,51.49,48.51,-0.12,2.04,23,4,101,19,5.75,22.77,3.96,1352,48,22,101,26,2.18,47.52,21.78,1557,101,101,101,0,1.00,100.00,100.00,0,57,101,56.44,81,101,80.20,74,101,73.27,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.20,0.10,0.10,10.30,Very Poor,Neutral,Neutral,51.49
2024-11-27,monthly,101,36,65,0,-29,0.55,1322,35.64,64.36,-0.58,1.92,15,6,101,9,2.50,14.85,5.94,1361,31,42,101,-11,0.74,30.69,41.58,1546,101,101,101,0,1.00,100.00,100.00,0,39,101,38.61,65,101,64.36,65,101,64.36,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.10,0.00,0.20,0.10,0.10,7.13,Very Poor,Neutral,Neutral,35.64
2024-11-29,monthly,101,74,27,0,47,2.74,1369,73.27,26.73,0.63,1.02,11,2,101,9,5.50,10.89,1.98,1370,38,18,101,20,2.11,37.62,17.82,1566,101,101,101,0,1.00,100.00,100.00,0,65,101,64.36,75,101,74.26,81,101,80.20,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.10,0.10,0.25,0.05,0.20,14.65,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),73.27
2024-12-02,monthly,101,60,41,0,19,1.46,1388,59.41,40.59,0.64,1.90,22,1,101,21,22.00,21.78,0.99,1391,55,28,101,27,1.96,54.46,27.72,1593,101,101,101,0,1.00,100.00,100.00,0,64,101,63.37,65,101,64.36,86,101,85.15,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.00,0.20,0.25,0.05,0.20,11.88,Very Poor,Neutral,Neutral,59.41
2024-12-03,monthly,101,45,56,0,-11,0.80,1377,44.55,55.45,-0.12,1.98,23,4,101,19,5.75,22.77,3.96,1410,41,41,101,0,1.00,40.59,40.59,1593,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,53,101,52.48,76,101,75.25,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.00,0.20,0.25,0.05,0.20,8.91,Very Poor,Neutral,Neutral,44.55
2024-12-04,monthly,101,66,35,0,31,1.89,1408,65.35,34.65,0.93,3.16,35,8,101,27,4.38,34.65,7.92,1437,51,30,101,21,1.70,50.50,29.70,1614,101,101,101,0,1.00,100.00,100.00,0,66,101,65.35,62,101,61.39,77,101,76.24,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.00,0.20,0.20,0.05,0.15,13.07,Very Poor,Neutral,Neutral,65.35
2024-12-05,monthly,101,38,63,0,-25,0.60,1383,37.62,62.38,-0.88,2.13,22,8,101,14,2.75,21.78,7.92,1451,37,35,101,2,1.06,36.63,34.65,1616,101,101,101,0,1.00,100.00,100.00,0,44,101,43.56,56,101,55.45,61,101,60.40,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.00,0.20,0.15,0.05,0.10,7.52,Very Poor,Neutral,Neutral,37.62
2024-12-06,monthly,101,65,36,0,29,1.81,1412,64.36,35.64,0.70,2.24,27,6,101,21,4.50,26.73,5.94,1472,39,25,101,14,1.56,38.61,24.75,1630,101,101,101,0,1.00,100.00,100.00,0,49,101,48.51,57,101,56.44,66,101,65.35,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.05,0.05,12.87,Very Poor,Neutral,Neutral,64.36
2024-12-09,monthly,101,40,61,0,-21,0.66,1391,39.60,60.40,-0.96,3.17,30,21,101,9,1.43,29.70,20.79,1481,44,52,101,-8,0.85,43.56,51.49,1622,101,101,101,0,1.00,100.00,100.00,0,43,101,42.57,36,101,35.64,46,101,45.54,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.05,0.05,7.92,Very Poor,Neutral,Neutral,39.60
2024-12-10,monthly,101,38,63,0,-25,0.60,1366,37.62,62.38,-0.55,1.94,7,22,101,-15,0.32,6.93,21.78,1466,15,57,101,-42,0.26,14.85,56.44,1580,101,101,101,0,1.00,100.00,100.00,0,29,101,28.71,32,101,31.68,35,101,34.65,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.05,0.05,7.52,Very Poor,Neutral,Neutral,37.62
2024-12-11,monthly,101,70,31,0,39,2.26,1405,69.31,30.69,1.15,2.03,17,10,101,7,1.70,16.83,9.90,1473,31,21,101,10,1.48,30.69,20.79,1590,101,101,101,0,1.00,100.00,100.00,0,65,101,64.36,49,101,48.51,52,101,51.49,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.05,0.05,13.86,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),69.31
2024-12-12,monthly,101,40,60,1,-20,0.67,1385,39.60,59.41,-0.37,2.46,7,13,101,-6,0.54,6.93,12.87,1467,27,26,101,1,1.04,26.73,25.74,1591,101,101,101,0,1.00,100.00,100.00,0,54,101,53.47,45,101,44.55,40,101,39.60,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.05,0.05,7.92,Very Poor,Neutral,Neutral,39.60
2024-12-13,monthly,101,25,76,0,-51,0.33,1334,24.75,75.25,-0.27,3.14,5,25,101,-20,0.20,4.95,24.75,1447,16,57,101,-41,0.28,15.84,56.44,1550,101,101,101,0,1.00,100.00,100.00,0,25,101,24.75,26,101,25.74,35,101,34.65,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.00,0.10,-0.10,0.10,0.10,0.00,4.95,Very Poor,Weak Signal (Bearish),Neutral,24.75
2024-12-16,monthly,101,51,50,0,1,1.02,1335,50.50,49.50,0.31,2.24,13,30,101,-17,0.43,12.87,29.70,1430,34,51,101,-17,0.67,33.66,50.50,1533,101,101,101,0,1.00,100.00,100.00,0,40,101,39.60,43,101,42.57,38,101,37.62,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.00,0.10,-0.10,0.10,0.05,0.05,10.10,Very Poor,Neutral,Neutral,50.50
2024-12-17,monthly,101,37,64,0,-27,0.58,1308,36.63,63.37,-0.52,1.70,10,32,101,-22,0.31,9.90,31.68,1408,33,52,101,-19,0.63,32.67,51.49,1514,101,101,101,0,1.00,100.00,100.00,0,35,101,34.65,33,101,32.67,35,101,34.65,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.00,0.10,-0.10,0.10,0.05,0.05,7.33,Very Poor,Neutral,Neutral,36.63
2024-12-18,monthly,101,1,100,0,-99,0.01,1209,0.99,99.01,-3.52,1.80,4,71,101,-67,0.06,3.96,70.30,1341,19,92,101,-73,0.21,18.81,91.09,1441,101,101,101,0,1.00,100.00,100.00,0,2,101,1.98,1,101,0.99,7,101,6.93,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.40,-0.40,0.00,0.20,-0.20,0.10,0.10,0.00,0.20,Very Poor,Weak Signal (Bearish),Neutral,0.99
2024-12-19,monthly,101,36,65,0,-29,0.55,1180,35.64,64.36,-0.83,2.60,0,66,101,-66,0.00,0.00,65.35,1275,2,75,101,-73,0.03,1.98,74.26,1368,101,101,101,0,1.00,100.00,100.00,0,4,101,3.96,3,101,2.97,7,101,6.93,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.40,-0.40,0.00,0.20,-0.20,0.10,0.10,0.00,7.13,Very Poor,Neutral,Neutral,35.64
2024-12-20,monthly,101,80,21,0,59,3.81,1239,79.21,20.79,1.21,1.95,2,63,101,-61,0.03,1.98,62.38,1214,8,74,101,-66,0.11,7.92,73.27,1302,101,101,101,0,1.00,100.00,100.00,0,70,101,69.31,15,101,14.85,9,101,8.91,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.10,0.20,-0.10,0.10,0.10,0.00,15.84,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),79.21
2024-12-23,monthly,101,60,41,0,19,1.46,1258,59.41,40.59,0.45,1.84,2,13,101,-11,0.15,1.98,12.87,1203,41,14,101,27,2.93,40.59,13.86,1329,101,101,101,0,1.00,100.00,100.00,0,78,101,77.23,40,101,39.60,22,101,21.78,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.10,0.20,-0.10,0.10,0.10,0.00,11.88,Very Poor,Neutral,Neutral,59.41
2024-12-24,monthly,101,92,8,1,84,11.50,1342,91.09,7.92,1.07,1.19,4,2,101,2,2.00,3.96,1.98,1205,57,2,101,55,28.50,56.44,1.98,1384,101,101,101,0,1.00,100.00,100.00,0,94,101,93.07,74,101,73.27,36,101,35.64,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.20,0.20,0.00,0.15,0.10,0.05,18.22,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),91.09
2024-12-26,monthly,101,40,61,0,-21,0.66,1321,39.60,60.40,-0.12,0.85,3,0,101,3,,2.97,0.00,1208,68,3,101,65,22.67,67.33,2.97,1449,101,101,101,0,1.00,100.00,100.00,0,74,101,73.27,84,101,83.17,36,101,35.64,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.20,0.20,0.00,0.15,0.10,0.05,7.92,Very Poor,Neutral,Neutral,39.60
2024-12-27,monthly,101,10,91,0,-81,0.11,1240,9.90,90.10,-0.89,0.89,0,9,101,-9,0.00,0.00,8.91,1199,16,67,101,-51,0.24,15.84,66.34,1398,101,101,101,0,1.00,100.00,100.00,0,12,101,11.88,51,101,50.50,28,101,27.72,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.20,0.30,-0.10,0.15,0.15,0.00,1.98,Very Poor,Weak Signal (Bearish),Neutral,9.90
2024-12-30,monthly,101,7,94,0,-87,0.07,1153,6.93,93.07,-1.32,1.14,0,32,101,-32,0.00,0.00,31.68,1167,4,95,101,-91,0.04,3.96,94.06,1307,101,101,101,0,1.00,100.00,100.00,0,3,101,2.97,8,101,7.92,9,101,8.91,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.30,-0.10,0.10,0.20,-0.10,1.39,Very Poor,Weak Signal (Bearish),Neutral,6.93
2024-12-31,monthly,101,33,68,0,-35,0.49,1118,32.67,67.33,-0.41,1.05,2,12,101,-10,0.17,1.98,11.88,1157,10,34,101,-24,0.29,9.90,33.66,1283,101,101,101,0,1.00,100.00,100.00,0,12,101,11.88,11,101,10.89,12,101,11.88,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.30,-0.10,0.10,0.20,-0.10,6.53,Very Poor,Weak Signal (Bearish),Neutral,32.67
2025-01-02,monthly,101,45,56,0,-11,0.80,1107,44.55,55.45,0.07,1.75,5,22,101,-17,0.23,4.95,21.78,1140,67,45,101,22,1.49,66.34,44.55,1305,101,101,101,0,1.00,100.00,100.00,0,36,101,35.64,20,101,19.80,19,101,18.81,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.40,-0.40,0.20,0.30,-0.10,0.10,0.20,-0.10,8.91,Very Poor,Neutral,Neutral,44.55
