date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-07-30,monthly,989,621,363,5,258,1.71,6772,62.79,36.70,0.18,3.52,275,113,989,162,2.43,27.81,11.43,6971,580,272,989,308,2.13,58.65,27.50,7626,989,989,989,0,1.00,100.00,100.00,0,617,989,62.39,684,989,69.16,607,989,61.38,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.20,0.20,2.00,2.30,0.10,2.20,12.56,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),62.79
2024-07-31,monthly,989,608,378,3,230,1.61,7002,61.48,38.22,0.70,2.57,360,50,989,310,7.20,36.40,5.06,7281,661,159,989,502,4.16,66.84,16.08,8128,989,989,989,0,1.00,100.00,100.00,0,684,989,69.16,772,989,78.06,655,989,66.23,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.20,2.00,2.30,0.10,2.20,12.30,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),61.48
2024-08-01,monthly,989,252,735,2,-483,0.34,6519,25.48,74.32,-1.68,3.38,197,228,989,-31,0.86,19.92,23.05,7250,314,578,989,-264,0.54,31.75,58.44,7864,989,989,989,0,1.00,100.00,100.00,0,291,989,29.42,412,989,41.66,480,989,48.53,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.20,0.20,2.00,2.30,0.15,2.15,5.10,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),25.48
2024-08-02,monthly,989,194,794,1,-600,0.24,5919,19.62,80.28,-2.26,3.22,129,475,989,-346,0.27,13.04,48.03,6904,174,785,989,-611,0.22,17.59,79.37,7253,989,989,989,0,1.00,100.00,100.00,0,217,989,21.94,241,989,24.37,329,989,33.27,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.40,1.60,2.20,0.30,1.90,2.30,0.20,2.10,3.92,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),19.62
2024-08-05,monthly,989,52,935,2,-883,0.06,5036,5.26,94.54,-2.52,1.74,49,654,989,-605,0.07,4.95,66.13,6299,67,876,989,-809,0.08,6.77,88.57,6444,989,989,989,0,1.00,100.00,100.00,0,40,989,4.04,95,989,9.61,182,989,18.40,0,1,0,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.60,1.40,2.10,0.40,1.70,2.30,0.25,2.05,1.05,Very Poor,Weak Signal (Bearish),Neutral,5.26
2024-08-06,monthly,989,755,231,3,524,3.27,5560,76.34,23.36,1.03,2.24,42,65,989,-23,0.65,4.25,6.57,6276,219,119,989,100,1.84,22.14,12.03,6544,989,989,989,0,1.00,100.00,100.00,0,397,989,40.14,167,989,16.89,252,989,25.48,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.60,1.60,2.20,0.40,1.80,2.35,0.25,2.10,15.27,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),76.34
2024-08-07,monthly,989,271,712,6,-441,0.38,5119,27.40,71.99,-0.85,2.74,56,118,989,-62,0.47,5.66,11.93,6214,580,173,989,407,3.35,58.65,17.49,6951,989,989,989,0,1.00,100.00,100.00,0,441,989,44.59,156,989,15.77,219,989,22.14,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.80,1.40,2.20,0.40,1.80,2.30,0.30,2.00,5.48,Very Poor,Weak Signal (Bearish),Neutral,27.40
2024-08-08,monthly,989,908,78,3,830,11.64,5949,91.81,7.89,2.35,2.82,46,60,989,-14,0.77,4.65,6.07,6200,299,173,989,126,1.73,30.23,17.49,7077,989,989,989,0,1.00,100.00,100.00,0,853,989,86.25,572,989,57.84,381,989,38.52,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.60,1.80,2.30,0.40,1.90,2.30,0.30,2.00,18.36,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),91.81
2024-08-09,monthly,989,555,423,11,132,1.31,6081,56.12,42.77,0.24,2.13,67,34,989,33,1.97,6.77,3.44,6233,366,151,989,215,2.42,37.01,15.27,7292,989,989,989,0,1.00,100.00,100.00,0,809,989,81.80,718,989,72.60,397,989,40.14,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.40,2.00,2.20,0.40,1.80,2.25,0.30,1.95,11.22,Very Poor,Neutral,Neutral,56.12
2024-08-12,monthly,989,263,721,5,-458,0.36,5623,26.59,72.90,-0.65,1.45,46,65,989,-19,0.71,4.65,6.57,6214,380,267,989,113,1.42,38.42,27.00,7405,989,989,989,0,1.00,100.00,100.00,0,317,989,32.05,600,989,60.67,340,989,34.38,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.40,0.40,2.00,2.20,0.50,1.70,2.25,0.35,1.90,5.32,Very Poor,Weak Signal (Bearish),Neutral,26.59
2024-08-13,monthly,989,837,148,4,689,5.66,6312,84.63,14.96,1.52,2.07,85,43,989,42,1.98,8.59,4.35,6256,513,215,989,298,2.39,51.87,21.74,7703,989,989,989,0,1.00,100.00,100.00,0,777,989,78.56,813,989,82.20,500,989,50.56,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.40,2.00,2.30,0.50,1.80,2.25,0.35,1.90,16.93,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),84.63
2024-08-14,monthly,989,544,436,9,108,1.25,6420,55.01,44.08,0.15,1.46,107,20,989,87,5.35,10.82,2.02,6343,605,95,989,510,6.37,61.17,9.61,8213,989,989,989,0,1.00,100.00,100.00,0,753,989,76.14,777,989,78.56,567,989,57.33,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.50,1.80,2.25,0.35,1.90,11.00,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),55.01
2024-08-15,monthly,989,851,136,2,715,6.26,7135,86.05,13.75,1.80,2.58,183,7,989,176,26.14,18.50,0.71,6519,823,83,989,740,9.92,83.22,8.39,8953,989,989,989,0,1.00,100.00,100.00,0,851,989,86.05,869,989,87.87,807,989,81.60,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.40,2.00,2.30,0.30,2.00,17.21,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),86.05
2024-08-16,monthly,989,593,386,10,207,1.54,7342,59.96,39.03,0.23,1.37,145,13,989,132,11.15,14.66,1.31,6651,457,91,989,366,5.02,46.21,9.20,9319,989,989,989,0,1.00,100.00,100.00,0,807,989,81.60,878,989,88.78,854,989,86.35,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.30,2.10,2.30,0.30,2.00,11.99,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),59.96
2024-08-19,monthly,989,815,170,4,645,4.79,7987,82.41,17.19,0.98,1.62,377,3,989,374,125.67,38.12,0.30,7025,605,95,989,510,6.37,61.17,9.61,9829,989,989,989,0,1.00,100.00,100.00,0,814,989,82.31,929,989,93.93,922,989,93.23,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.50,0.20,2.30,2.30,0.30,2.00,16.48,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),82.41
2024-08-20,monthly,989,268,712,9,-444,0.38,7543,27.10,71.99,-0.63,1.35,295,7,989,288,42.14,29.83,0.71,7313,450,259,989,191,1.74,45.50,26.19,10020,989,989,989,0,1.00,100.00,100.00,0,429,989,43.38,754,989,76.24,894,989,90.39,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.30,2.10,2.30,0.35,1.95,5.42,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),27.10
2024-08-21,monthly,989,823,162,4,661,5.08,8204,83.22,16.38,1.09,1.77,387,11,989,376,35.18,39.13,1.11,7689,540,216,989,324,2.50,54.60,21.84,10344,989,989,989,0,1.00,100.00,100.00,0,723,989,73.10,847,989,85.64,917,989,92.72,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.20,2.40,2.50,0.20,2.30,2.35,0.30,2.05,16.64,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),83.22
2024-08-22,monthly,989,341,638,10,-297,0.53,7907,34.48,64.51,-0.58,1.56,418,16,989,402,26.12,42.26,1.62,8091,555,239,989,316,2.32,56.12,24.17,10660,989,989,989,0,1.00,100.00,100.00,0,531,989,53.69,607,989,61.38,855,989,86.45,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.20,2.20,2.35,0.30,2.05,6.90,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),34.48
2024-08-23,monthly,989,885,101,3,784,8.76,8691,89.48,10.21,1.78,1.97,580,7,989,573,82.86,58.65,0.71,8664,710,111,989,599,6.40,71.79,11.22,11259,989,989,989,0,1.00,100.00,100.00,0,828,989,83.72,838,989,84.73,915,989,92.52,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.20,2.40,2.50,0.20,2.30,2.35,0.30,2.05,17.90,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),89.48
2024-08-26,monthly,989,462,522,5,-60,0.89,8631,46.71,52.78,-0.15,1.31,607,10,989,597,60.70,61.38,1.01,9261,698,110,989,588,6.35,70.58,11.12,11847,989,989,989,0,1.00,100.00,100.00,0,733,989,74.12,770,989,77.86,887,989,89.69,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.50,0.10,2.40,2.35,0.30,2.05,9.34,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),46.71
2024-08-27,monthly,989,468,514,7,-46,0.91,8585,47.32,51.97,-0.08,1.42,155,25,989,130,6.20,15.67,2.53,9391,201,327,989,-126,0.61,20.32,33.06,11721,989,989,989,0,1.00,100.00,100.00,0,447,989,45.20,735,989,74.32,844,989,85.34,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.40,0.10,2.30,2.35,0.30,2.05,9.46,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),47.32
2024-08-28,monthly,989,365,614,10,-249,0.59,8336,36.91,62.08,-0.57,1.79,224,53,989,171,4.23,22.65,5.36,9562,282,482,989,-200,0.59,28.51,48.74,11521,989,989,989,0,1.00,100.00,100.00,0,370,989,37.41,524,989,52.98,732,989,74.01,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.10,2.30,2.35,0.30,2.05,7.38,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),36.91
2024-08-29,monthly,989,650,336,3,314,1.93,8650,65.72,33.97,0.44,2.41,313,46,989,267,6.80,31.65,4.65,9829,568,255,989,313,2.23,57.43,25.78,11834,989,989,989,0,1.00,100.00,100.00,0,613,989,61.98,616,989,62.29,764,989,77.25,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.30,0.10,2.20,2.35,0.25,2.10,13.14,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),65.72
2024-08-30,monthly,989,802,182,5,620,4.41,9270,81.09,18.40,0.72,1.61,305,48,989,257,6.35,30.84,4.85,10086,472,207,989,265,2.28,47.72,20.93,12099,989,989,989,0,1.00,100.00,100.00,0,823,989,83.22,736,989,74.42,818,989,82.71,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.10,2.30,2.40,0.20,2.20,16.22,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),81.09
2024-09-03,monthly,989,200,785,4,-585,0.25,8685,20.22,79.37,-1.95,2.53,260,219,989,41,1.19,26.29,22.14,10127,363,568,989,-205,0.64,36.70,57.43,11894,989,989,989,0,1.00,100.00,100.00,0,276,989,27.91,337,989,34.07,474,989,47.93,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.20,2.10,2.40,0.20,2.20,4.04,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),20.22
2024-09-04,monthly,989,455,528,6,-73,0.86,8612,46.01,53.39,-0.10,2.44,190,267,989,-77,0.71,19.21,27.00,10050,250,565,989,-315,0.44,25.28,57.13,11579,989,989,989,0,1.00,100.00,100.00,0,288,989,29.12,331,989,33.47,435,989,43.98,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.10,2.20,2.35,0.20,2.15,9.20,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),46.01
2024-09-05,monthly,989,287,690,12,-403,0.42,8209,29.02,69.77,-0.51,1.71,117,276,989,-159,0.42,11.83,27.91,9891,178,542,989,-364,0.33,18.00,54.80,11215,989,989,989,0,1.00,100.00,100.00,0,329,989,33.27,259,989,26.19,351,989,35.49,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.20,0.20,2.00,2.35,0.20,2.15,5.80,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),29.02
2024-09-06,monthly,989,150,834,5,-684,0.18,7525,15.17,84.33,-1.40,1.81,73,437,989,-364,0.17,7.38,44.19,9527,217,688,989,-471,0.32,21.94,69.57,10744,989,989,989,0,1.00,100.00,100.00,0,134,989,13.55,166,989,16.78,230,989,23.26,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.60,1.60,2.20,0.30,1.90,2.30,0.25,2.05,3.03,Very Poor,Weak Signal (Bearish),Neutral,15.17
2024-09-09,monthly,989,732,253,4,479,2.89,8004,74.01,25.58,0.85,2.45,102,216,989,-114,0.47,10.31,21.84,9413,237,338,989,-101,0.70,23.96,34.18,10643,989,989,989,0,1.00,100.00,100.00,0,540,989,54.60,303,989,30.64,322,989,32.56,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.60,1.60,2.20,0.30,1.90,2.35,0.25,2.10,14.80,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.01
2024-09-10,monthly,989,488,494,7,-6,0.99,7998,49.34,49.95,-0.10,1.94,114,326,989,-212,0.35,11.53,32.96,9201,285,417,989,-132,0.68,28.82,42.16,10511,989,989,989,0,1.00,100.00,100.00,0,580,989,58.65,403,989,40.75,322,989,32.56,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.20,0.30,1.90,2.35,0.20,2.15,9.87,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),49.34
2024-09-11,monthly,989,525,458,6,67,1.15,8065,53.08,46.31,0.50,2.17,64,451,989,-387,0.14,6.47,45.60,8814,287,625,989,-338,0.46,29.02,63.20,10173,989,989,989,0,1.00,100.00,100.00,0,513,989,51.87,487,989,49.24,352,989,35.59,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.20,0.30,1.90,2.30,0.20,2.10,10.62,Very Poor,Neutral,Neutral,53.08
2024-09-12,monthly,989,737,247,5,490,2.98,8555,74.52,24.97,0.74,1.84,144,53,989,91,2.72,14.56,5.36,8905,524,96,989,428,5.46,52.98,9.71,10601,989,989,989,0,1.00,100.00,100.00,0,694,989,70.17,628,989,63.50,460,989,46.51,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.30,2.00,2.35,0.20,2.15,14.90,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.52
2024-09-13,monthly,989,855,131,3,724,6.53,9279,86.45,13.25,1.43,1.97,262,20,989,242,13.10,26.49,2.02,9147,849,28,989,821,30.32,85.84,2.83,11422,989,989,989,0,1.00,100.00,100.00,0,879,989,88.88,840,989,84.93,667,989,67.44,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.30,2.10,2.35,0.20,2.15,17.29,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),86.45
2024-09-16,monthly,989,750,231,8,519,3.25,9798,75.83,23.36,0.67,1.65,347,21,989,326,16.52,35.09,2.12,9473,769,64,989,705,12.02,77.76,6.47,12127,989,989,989,0,1.00,100.00,100.00,0,849,989,85.84,889,989,89.89,770,989,77.86,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.30,2.10,2.40,0.20,2.20,15.17,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),75.83
2024-09-17,monthly,989,576,409,4,167,1.41,9965,58.24,41.35,0.31,1.61,319,26,989,293,12.27,32.25,2.63,9766,625,173,989,452,3.61,63.20,17.49,12579,989,989,989,0,1.00,100.00,100.00,0,650,989,65.72,804,989,81.29,797,989,80.59,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.20,2.20,2.35,0.20,2.15,11.65,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),58.24
2024-09-18,monthly,989,448,530,11,-82,0.85,9883,45.30,53.59,-0.05,1.22,378,30,989,348,12.60,38.22,3.03,10114,592,298,989,294,1.99,59.86,30.13,12873,989,989,989,0,1.00,100.00,100.00,0,507,989,51.26,716,989,72.40,769,989,77.76,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.20,2.20,2.35,0.15,2.20,9.06,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),45.30
2024-09-19,monthly,989,762,223,4,539,3.42,10422,77.05,22.55,1.46,1.99,494,42,989,452,11.76,49.95,4.25,10566,627,207,989,420,3.03,63.40,20.93,13293,989,989,989,0,1.00,100.00,100.00,0,742,989,75.03,747,989,75.53,815,989,82.41,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.50,0.10,2.40,2.35,0.15,2.20,15.41,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),77.05
2024-09-20,monthly,989,336,644,9,-308,0.52,10114,33.97,65.12,-0.46,2.05,161,48,989,113,3.35,16.28,4.85,10679,216,317,989,-101,0.68,21.84,32.05,13192,989,989,989,0,1.00,100.00,100.00,0,538,989,54.40,638,989,64.51,768,989,77.65,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.50,0.00,2.50,2.35,0.15,2.20,6.79,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),33.97
2024-09-23,monthly,989,672,307,10,365,2.19,10479,67.95,31.04,0.41,1.41,253,18,989,235,14.06,25.58,1.82,10914,377,235,989,142,1.60,38.12,23.76,13334,989,989,989,0,1.00,100.00,100.00,0,553,989,55.92,686,989,69.36,802,989,81.09,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.00,2.40,2.30,0.15,2.15,13.59,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),67.95
2024-09-24,monthly,990,517,464,8,53,1.11,10532,52.22,46.87,0.29,2.29,303,33,990,270,9.18,30.61,3.33,11184,502,247,990,255,2.03,50.71,24.95,13589,990,990,990,0,1.00,100.00,100.00,0,614,990,62.02,639,990,64.55,760,990,76.77,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.00,2.40,2.30,0.15,2.15,10.44,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),52.22
2024-09-25,monthly,990,245,744,1,-499,0.33,10033,24.75,75.15,-0.79,1.62,174,62,990,112,2.81,17.58,6.26,11296,282,450,990,-168,0.63,28.48,45.45,13421,990,990,990,0,1.00,100.00,100.00,0,288,990,29.09,437,990,44.14,625,990,63.13,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.40,0.10,2.30,2.30,0.20,2.10,4.95,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),24.75
2024-09-26,monthly,990,681,305,4,376,2.23,10409,68.79,30.81,0.88,2.36,279,56,990,223,4.98,28.18,5.66,11519,425,318,990,107,1.34,42.93,32.12,13528,990,990,990,0,1.00,100.00,100.00,0,589,990,59.49,527,990,53.23,676,990,68.28,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.30,0.10,2.20,2.30,0.20,2.10,13.76,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),68.79
2024-09-27,monthly,990,621,359,10,262,1.73,10671,62.73,36.26,0.34,1.63,278,44,990,234,6.32,28.08,4.44,11753,528,169,990,359,3.12,53.33,17.07,13887,990,990,990,0,1.00,100.00,100.00,0,700,990,70.71,620,990,62.63,688,990,69.49,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.30,0.20,2.10,12.55,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),62.73
2024-09-30,monthly,990,593,389,8,204,1.52,10875,59.90,39.29,0.13,1.55,138,82,990,56,1.68,13.94,8.28,11809,302,349,990,-47,0.87,30.51,35.25,13840,990,990,990,0,1.00,100.00,100.00,0,646,990,65.25,670,990,67.68,696,990,70.30,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.10,0.10,2.00,2.25,0.20,2.05,11.98,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),59.90
2024-10-01,monthly,990,297,690,3,-393,0.43,10482,30.00,69.70,-0.81,1.92,141,138,990,3,1.02,14.24,13.94,11812,292,600,990,-308,0.49,29.49,60.61,13532,990,990,990,0,1.00,100.00,100.00,0,330,990,33.33,435,990,43.94,524,990,52.93,1,1,1,1,1,1,0,1,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.10,0.10,2.00,2.25,0.15,2.10,6.00,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),30.00
2024-10-02,monthly,991,448,534,8,-86,0.84,10396,45.21,53.88,-0.06,1.47,120,176,991,-56,0.68,12.11,17.76,11756,243,439,991,-196,0.55,24.52,44.30,13336,991,991,991,0,1.00,100.00,100.00,0,351,991,35.42,392,991,39.56,475,991,47.93,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.00,2.00,2.10,0.10,2.00,2.25,0.15,2.10,9.04,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),45.21
2024-10-03,monthly,991,269,718,4,-449,0.37,9947,27.14,72.45,-0.48,1.44,95,274,991,-179,0.35,9.59,27.65,11577,175,551,991,-376,0.32,17.66,55.60,12960,991,991,991,0,1.00,100.00,100.00,0,294,991,29.67,274,991,27.65,370,991,37.34,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.25,0.15,2.10,5.43,Very Poor,Weak Signal (Bearish),Neutral,27.14
2024-10-04,monthly,991,744,244,3,500,3.05,10447,75.08,24.62,1.04,1.76,194,167,991,27,1.16,19.58,16.85,11604,513,274,991,239,1.87,51.77,27.65,13199,991,991,991,0,1.00,100.00,100.00,0,650,991,65.59,508,991,51.26,499,991,50.35,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.10,0.20,1.90,2.30,0.10,2.20,15.02,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),75.08
2024-10-07,monthly,991,212,772,7,-560,0.27,9887,21.39,77.90,-0.89,1.68,131,287,991,-156,0.46,13.22,28.96,11448,268,448,991,-180,0.60,27.04,45.21,13019,991,991,991,0,1.00,100.00,100.00,0,373,991,37.64,351,991,35.42,373,991,37.64,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.10,0.30,1.80,2.25,0.15,2.10,4.28,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),21.39
