ticker,daily_daily_daily_1d_rs_vs_QQQ,daily_daily_daily_1d_stock_return,daily_daily_daily_1d_benchmark_return_QQQ,date,daily_daily_daily_1d_rs_vs_SPY,daily_daily_daily_1d_benchmark_return_SPY,daily_daily_daily_3d_rs_vs_QQQ,daily_daily_daily_3d_stock_return,daily_daily_daily_3d_benchmark_return_QQQ,daily_daily_daily_3d_rs_vs_SPY,daily_daily_daily_3d_benchmark_return_SPY,daily_daily_daily_5d_rs_vs_QQQ,daily_daily_daily_5d_stock_return,daily_daily_daily_5d_benchmark_return_QQQ,daily_daily_daily_5d_rs_vs_SPY,daily_daily_daily_5d_benchmark_return_SPY,daily_daily_monthly_22d_rs_vs_QQQ,daily_daily_monthly_22d_stock_return,daily_daily_monthly_22d_benchmark_return_QQQ,daily_daily_monthly_22d_rs_vs_SPY,daily_daily_monthly_22d_benchmark_return_SPY,daily_daily_monthly_44d_rs_vs_QQQ,daily_daily_monthly_44d_stock_return,daily_daily_monthly_44d_benchmark_return_QQQ,daily_daily_monthly_44d_rs_vs_SPY,daily_daily_monthly_44d_benchmark_return_SPY,daily_daily_quarterly_132d_rs_vs_QQQ,daily_daily_quarterly_132d_stock_return,daily_daily_quarterly_132d_benchmark_return_QQQ,daily_daily_quarterly_132d_rs_vs_SPY,daily_daily_quarterly_132d_benchmark_return_SPY,daily_daily_quarterly_66d_rs_vs_QQQ,daily_daily_quarterly_66d_stock_return,daily_daily_quarterly_66d_benchmark_return_QQQ,daily_daily_quarterly_66d_rs_vs_SPY,daily_daily_quarterly_66d_benchmark_return_SPY,daily_daily_weekly_14d_rs_vs_QQQ,daily_daily_weekly_14d_stock_return,daily_daily_weekly_14d_benchmark_return_QQQ,daily_daily_weekly_14d_rs_vs_SPY,daily_daily_weekly_14d_benchmark_return_SPY,daily_daily_weekly_7d_rs_vs_QQQ,daily_daily_weekly_7d_stock_return,daily_daily_weekly_7d_benchmark_return_QQQ,daily_daily_weekly_7d_rs_vs_SPY,daily_daily_weekly_7d_benchmark_return_SPY,daily_daily_yearly_252d_rs_vs_QQQ,daily_daily_yearly_252d_stock_return,daily_daily_yearly_252d_benchmark_return_QQQ,daily_daily_yearly_252d_rs_vs_SPY,daily_daily_yearly_252d_benchmark_return_SPY,timeframe
PHO,1.0021,0.0036,0.0014,2025-09-05,1.0065,-0.0029,0.9994,0.0179,0.0185,1.0069,0.0109,1.0030,0.0012,-0.0018,1.0038,-0.0026,1.0074,0.0358,0.0282,1.0050,0.0307,0.9928,0.0283,0.0357,0.9935,0.0350,0.9807,0.1007,0.1224,1.0051,0.0951,0.9891,0.0903,0.1022,0.9955,0.0952,1.0165,0.0142,-0.0022,1.0083,0.0059,0.9956,0.0016,0.0060,0.9984,0.0032,0.8596,0.0783,0.2544,0.9084,0.1870,daily
PLTR,0.9792,-0.0194,0.0014,2025-09-05,0.9834,-0.0029,0.9570,-0.0253,0.0185,0.9642,0.0109,0.9700,-0.0317,-0.0018,0.9708,-0.0026,0.8594,-0.1164,0.0282,0.8573,0.0307,1.1003,0.1396,0.0357,1.1010,0.0350,1.5273,0.7144,0.1224,1.5654,0.0951,1.0520,0.1596,0.1022,1.0587,0.0952,0.8661,-0.1358,-0.0022,0.8591,0.0059,0.9461,-0.0482,0.0060,0.9487,0.0032,4.0005,4.0184,0.2544,4.2279,0.1870,daily
PM,1.0010,0.0025,0.0014,2025-09-05,1.0054,-0.0029,0.9476,-0.0349,0.0185,0.9547,0.0109,0.9763,-0.0255,-0.0018,0.9771,-0.0026,0.9572,-0.0158,0.0282,0.9549,0.0307,0.8720,-0.0969,0.0357,0.8726,0.0350,0.9454,0.0612,0.1224,0.9690,0.0951,0.8080,-0.1093,0.1022,0.8132,0.0952,0.9742,-0.0279,-0.0022,0.9664,0.0059,0.9634,-0.0308,0.0060,0.9661,0.0032,1.0646,0.3355,0.2544,1.1252,0.1870,daily
PPA,0.9999,0.0014,0.0014,2025-09-05,1.0043,-0.0029,0.9791,-0.0028,0.0185,0.9864,0.0109,0.9891,-0.0127,-0.0018,0.9899,-0.0026,0.9741,0.0016,0.0282,0.9717,0.0307,1.0043,0.0401,0.0357,1.0049,0.0350,1.1425,0.2824,0.1224,1.1710,0.0951,1.0015,0.1039,0.1022,1.0080,0.0952,1.0106,0.0083,-0.0022,1.0024,0.0059,0.9824,-0.0117,0.0060,0.9851,0.0032,1.0732,0.3463,0.2544,1.1342,0.1870,daily
PSJ,1.0060,0.0074,0.0014,2025-09-05,1.0104,-0.0029,1.0046,0.0231,0.0185,1.0121,0.0109,1.0014,-0.0004,-0.0018,1.0022,-0.0026,0.9985,0.0267,0.0282,0.9961,0.0307,1.0121,0.0482,0.0357,1.0127,0.0350,1.0013,0.1240,0.1224,1.0263,0.0951,1.0332,0.1389,0.1022,1.0398,0.0952,1.0105,0.0082,-0.0022,1.0023,0.0059,1.0135,0.0196,0.0060,1.0163,0.0032,0.9702,0.2171,0.2544,1.0253,0.1870,daily
PXJ,0.9945,-0.0040,0.0014,2025-09-05,0.9989,-0.0029,0.9899,0.0082,0.0185,0.9973,0.0109,1.0073,0.0055,-0.0018,1.0082,-0.0026,1.0310,0.0600,0.0282,1.0285,0.0307,1.0509,0.0884,0.0357,1.0516,0.0350,0.9247,0.0379,0.1224,0.9477,0.0951,1.0645,0.1734,0.1022,1.0713,0.0952,1.0865,0.0841,-0.0022,1.0777,0.0059,1.0230,0.0291,0.0060,1.0258,0.0032,0.7613,-0.0450,0.2544,0.8046,0.1870,daily
QCOM,0.9994,0.0008,0.0014,2025-09-05,1.0037,-0.0029,0.9941,0.0124,0.0185,1.0015,0.0109,0.9958,-0.0060,-0.0018,0.9966,-0.0026,1.0596,0.0895,0.0282,1.0571,0.0307,0.9515,-0.0146,0.0357,0.9520,0.0350,0.8885,-0.0027,0.1224,0.9107,0.0951,0.9949,0.0966,0.1022,1.0013,0.0952,1.0149,0.0126,-0.0022,1.0067,0.0059,0.9982,0.0042,0.0060,1.0010,0.0032,0.7977,0.0007,0.2544,0.8431,0.1870,daily
QQQ,1.0000,0.0014,0.0014,2025-09-05,1.0044,-0.0029,1.0000,0.0185,0.0185,1.0075,0.0109,1.0000,-0.0018,-0.0018,1.0008,-0.0026,1.0000,0.0282,0.0282,0.9976,0.0307,1.0000,0.0357,0.0357,1.0006,0.0350,1.0000,0.1224,0.1224,1.0249,0.0951,1.0000,0.1022,0.1022,1.0064,0.0952,1.0000,-0.0022,-0.0022,0.9919,0.0059,1.0000,0.0060,0.0060,1.0028,0.0032,1.0000,0.2544,0.2544,1.0568,0.1870,daily
QTUM,1.0102,0.0117,0.0014,2025-09-05,1.0146,-0.0029,0.9986,0.0171,0.0185,1.0061,0.0109,0.9905,-0.0112,-0.0018,0.9914,-0.0026,1.0015,0.0297,0.0282,0.9991,0.0307,0.9833,0.0184,0.0357,0.9839,0.0350,1.0474,0.1756,0.1224,1.0735,0.0951,1.0092,0.1124,0.1022,1.0156,0.0952,1.0160,0.0137,-0.0022,1.0078,0.0059,1.0030,0.0090,0.0060,1.0058,0.0032,1.2872,0.6147,0.2544,1.3604,0.1870,daily
REM,1.0084,0.0099,0.0014,2025-09-05,1.0128,-0.0029,1.0226,0.0415,0.0185,1.0303,0.0109,1.0447,0.0429,-0.0018,1.0456,-0.0026,1.0373,0.0665,0.0282,1.0347,0.0307,1.0358,0.0728,0.0357,1.0365,0.0350,0.9233,0.0363,0.1224,0.9463,0.0951,1.0559,0.1639,0.1022,1.0627,0.0952,1.0617,0.0593,-0.0022,1.0531,0.0059,1.0362,0.0424,0.0060,1.0391,0.0032,0.8653,0.0855,0.2544,0.9145,0.1870,daily
REZ,1.0088,0.0102,0.0014,2025-09-05,1.0131,-0.0029,1.0029,0.0214,0.0185,1.0104,0.0109,1.0140,0.0123,-0.0018,1.0149,-0.0026,1.0021,0.0304,0.0282,0.9997,0.0307,0.9903,0.0257,0.0357,0.9910,0.0350,0.8956,0.0052,0.1224,0.9179,0.0951,0.9281,0.0230,0.1022,0.9341,0.0952,1.0407,0.0384,-0.0022,1.0323,0.0059,1.0155,0.0216,0.0060,1.0183,0.0032,0.7952,-0.0025,0.2544,0.8404,0.1870,daily
RING,1.0297,0.0311,0.0014,2025-09-05,1.0341,-0.0029,1.0072,0.0258,0.0185,1.0147,0.0109,1.0917,0.0898,-0.0018,1.0926,-0.0026,1.1525,0.1850,0.0282,1.1497,0.0307,1.2335,0.2775,0.0357,1.2343,0.0350,1.5003,0.6840,0.1224,1.5377,0.0951,1.1558,0.2740,0.1022,1.1632,0.0952,1.1496,0.1471,-0.0022,1.1403,0.0059,1.0758,0.0823,0.0060,1.0788,0.0032,1.4740,0.8491,0.2544,1.5578,0.1870,daily
ROBO,1.0110,0.0125,0.0014,2025-09-05,1.0154,-0.0029,1.0043,0.0229,0.0185,1.0119,0.0109,0.9924,-0.0093,-0.0018,0.9933,-0.0026,0.9876,0.0154,0.0282,0.9852,0.0307,1.0099,0.0459,0.0357,1.0106,0.0350,0.9727,0.0918,0.1224,0.9970,0.0951,1.0338,0.1395,0.1022,1.0404,0.0952,1.0088,0.0066,-0.0022,1.0007,0.0059,0.9942,0.0002,0.0060,0.9969,0.0032,0.9603,0.2047,0.2544,1.0149,0.1870,daily
SIL,1.0188,0.0202,0.0014,2025-09-05,1.0232,-0.0029,1.0098,0.0284,0.0185,1.0174,0.0109,1.0931,0.0912,-0.0018,1.0940,-0.0026,1.1761,0.2092,0.0282,1.1732,0.0307,1.2095,0.2526,0.0357,1.2102,0.0350,1.5281,0.7152,0.1224,1.5662,0.0951,1.2153,0.3395,0.1022,1.2231,0.0952,1.1410,0.1385,-0.0022,1.1318,0.0059,1.0971,0.1038,0.0060,1.1002,0.0032,1.6141,1.0248,0.2544,1.7059,0.1870,daily
SLVP,1.0213,0.0228,0.0014,2025-09-05,1.0258,-0.0029,1.0078,0.0264,0.0185,1.0154,0.0109,1.1082,0.1063,-0.0018,1.1091,-0.0026,1.2109,0.2451,0.0282,1.2080,0.0307,1.2495,0.2941,0.0357,1.2503,0.0350,1.5269,0.7139,0.1224,1.5650,0.0951,1.2746,0.4049,0.1022,1.2828,0.0952,1.1668,0.1643,-0.0022,1.1574,0.0059,1.1182,0.1249,0.0060,1.1213,0.0032,1.5976,1.0041,0.2544,1.6884,0.1870,daily
SMH,1.0103,0.0118,0.0014,2025-09-05,1.0147,-0.0029,1.0052,0.0237,0.0185,1.0127,0.0109,0.9830,-0.0187,-0.0018,0.9838,-0.0026,0.9935,0.0215,0.0282,0.9911,0.0307,0.9984,0.0341,0.0357,0.9991,0.0350,1.0716,0.2029,0.1224,1.0984,0.0951,1.0936,0.2054,0.1022,1.1006,0.0952,0.9942,-0.0080,-0.0022,0.9862,0.0059,0.9824,-0.0117,0.0060,0.9851,0.0032,1.0428,0.3081,0.2544,1.1021,0.1870,daily
SOXX,1.0103,0.0118,0.0014,2025-09-05,1.0147,-0.0029,0.9989,0.0174,0.0185,1.0064,0.0109,0.9800,-0.0218,-0.0018,0.9808,-0.0026,1.0065,0.0349,0.0282,1.0040,0.0307,0.9803,0.0152,0.0357,0.9809,0.0350,1.0134,0.1375,0.1224,1.0387,0.0951,1.0798,0.1902,0.1022,1.0867,0.0952,0.9971,-0.0051,-0.0022,0.9890,0.0059,0.9790,-0.0151,0.0060,0.9817,0.0032,0.9294,0.1658,0.2544,0.9822,0.1870,daily
SPGI,0.9945,-0.0041,0.0014,2025-09-05,0.9988,-0.0029,0.9790,-0.0029,0.0185,0.9863,0.0109,0.9844,-0.0173,-0.0018,0.9852,-0.0026,0.9311,-0.0427,0.0282,0.9288,0.0307,0.9827,0.0177,0.0357,0.9833,0.0350,0.9090,0.0203,0.1224,0.9317,0.0951,0.9521,0.0495,0.1022,0.9582,0.0952,0.9708,-0.0314,-0.0022,0.9629,0.0059,0.9683,-0.0258,0.0060,0.9711,0.0032,0.8457,0.0609,0.2544,0.8938,0.1870,daily
SPHB,1.0019,0.0033,0.0014,2025-09-05,1.0063,-0.0029,0.9953,0.0137,0.0185,1.0028,0.0109,0.9911,-0.0106,-0.0018,0.9919,-0.0026,1.0077,0.0361,0.0282,1.0053,0.0307,1.0131,0.0492,0.0357,1.0137,0.0350,1.0530,0.1820,0.1224,1.0793,0.0951,1.0778,0.1880,0.1022,1.0847,0.0952,1.0233,0.0210,-0.0022,1.0151,0.0059,0.9960,0.0020,0.0060,0.9988,0.0032,1.0284,0.2900,0.2544,1.0868,0.1870,daily
SPLV,0.9979,-0.0007,0.0014,2025-09-05,1.0022,-0.0029,0.9862,0.0044,0.0185,0.9936,0.0109,1.0042,0.0025,-0.0018,1.0051,-0.0026,0.9795,0.0071,0.0282,0.9771,0.0307,0.9715,0.0061,0.0357,0.9721,0.0350,0.8978,0.0077,0.1224,0.9202,0.0951,0.9108,0.0039,0.1022,0.9166,0.0952,1.0022,-0.0000,-0.0022,0.9941,0.0059,0.9925,-0.0015,0.0060,0.9953,0.0032,0.8375,0.0506,0.2544,0.8851,0.1870,daily
SPY,0.9957,-0.0029,0.0014,2025-09-05,1.0000,-0.0029,0.9926,0.0109,0.0185,1.0000,0.0109,0.9992,-0.0026,-0.0018,1.0000,-0.0026,1.0024,0.0307,0.0282,1.0000,0.0307,0.9994,0.0350,0.0357,1.0000,0.0350,0.9757,0.0951,0.1224,1.0000,0.0951,0.9936,0.0952,0.1022,1.0000,0.0952,1.0081,0.0059,-0.0022,1.0000,0.0059,0.9972,0.0032,0.0060,1.0000,0.0032,0.9462,0.1870,0.2544,1.0000,0.1870,daily
TAN,1.0466,0.0481,0.0014,2025-09-05,1.0511,-0.0029,1.0552,0.0747,0.0185,1.0631,0.0109,1.0641,0.0622,-0.0018,1.0650,-0.0026,1.1748,0.2079,0.0282,1.1719,0.0307,1.0979,0.1371,0.0357,1.0986,0.0350,1.1223,0.2597,0.1224,1.1503,0.0951,1.2556,0.3840,0.1022,1.2637,0.0952,1.1079,0.1054,-0.0022,1.0989,0.0059,1.0470,0.0533,0.0060,1.0500,0.0032,0.8860,0.1114,0.2544,0.9364,0.1870,daily
TLT,1.0138,0.0152,0.0014,2025-09-05,1.0182,-0.0029,1.0155,0.0342,0.0185,1.0231,0.0109,1.0172,0.0154,-0.0018,1.0180,-0.0026,0.9751,0.0026,0.0282,0.9728,0.0307,0.9870,0.0222,0.0357,0.9876,0.0350,0.8768,-0.0159,0.1224,0.8986,0.0951,0.9506,0.0478,0.1022,0.9567,0.0952,1.0273,0.0250,-0.0022,1.0190,0.0059,1.0148,0.0209,0.0060,1.0176,0.0032,0.7511,-0.0578,0.2544,0.7938,0.1870,daily
TMUS,1.0011,0.0025,0.0014,2025-09-05,1.0055,-0.0029,0.9699,-0.0122,0.0185,0.9771,0.0109,1.0106,0.0088,-0.0018,1.0114,-0.0026,1.0289,0.0579,0.0282,1.0264,0.0307,1.0137,0.0499,0.0357,1.0144,0.0350,0.8604,-0.0343,0.1224,0.8818,0.0951,0.9434,0.0399,0.1022,0.9495,0.0952,0.9949,-0.0073,-0.0022,0.9868,0.0059,1.0002,0.0062,0.0060,1.0030,0.0032,1.0155,0.2739,0.2544,1.0733,0.1870,daily
TSLA,1.0349,0.0364,0.0014,2025-09-05,1.0394,-0.0029,1.0459,0.0652,0.0185,1.0537,0.0109,1.0158,0.0140,-0.0018,1.0167,-0.0026,1.1053,0.1364,0.0282,1.1026,0.0307,1.0742,0.1125,0.0357,1.0749,0.0350,1.0749,0.2065,0.1224,1.1017,0.0951,0.9288,0.0238,0.1022,0.9348,0.0952,1.0637,0.0614,-0.0022,1.0551,0.0059,0.9917,-0.0024,0.0060,0.9944,0.0032,1.3280,0.6659,0.2544,1.4035,0.1870,daily
UNH,1.0147,0.0161,0.0014,2025-09-05,1.0191,-0.0029,1.0028,0.0213,0.0185,1.0103,0.0109,1.0452,0.0433,-0.0018,1.0460,-0.0026,1.2221,0.2565,0.0282,1.2191,0.0307,0.9870,0.0222,0.0357,0.9876,0.0350,0.6130,-0.3119,0.1224,0.6283,0.0951,0.9457,0.0424,0.1022,0.9517,0.0952,1.0397,0.0374,-0.0022,1.0313,0.0059,1.0435,0.0498,0.0060,1.0464,0.0032,0.4279,-0.4632,0.2544,0.4522,0.1870,daily
URA,1.0067,0.0082,0.0014,2025-09-05,1.0111,-0.0029,0.9845,0.0027,0.0185,0.9919,0.0109,0.9957,-0.0061,-0.0018,0.9965,-0.0026,0.9798,0.0074,0.0282,0.9774,0.0307,1.0377,0.0747,0.0357,1.0383,0.0350,1.4114,0.5842,0.1224,1.4466,0.0951,1.1595,0.2780,0.1022,1.1669,0.0952,1.0464,0.0441,-0.0022,1.0380,0.0059,1.0009,0.0069,0.0060,1.0037,0.0032,1.3763,0.7265,0.2544,1.4545,0.1870,daily
UUP,0.9935,-0.0051,0.0014,2025-09-05,0.9978,-0.0029,0.9765,-0.0054,0.0185,0.9838,0.0109,1.0021,0.0004,-0.0018,1.0030,-0.0026,0.9669,-0.0058,0.0282,0.9646,0.0307,0.9806,0.0156,0.0357,0.9812,0.0350,0.8403,-0.0568,0.1224,0.8613,0.0951,0.9119,0.0051,0.1022,0.9177,0.0952,1.0044,0.0022,-0.0022,0.9963,0.0059,0.9911,-0.0029,0.0060,0.9939,0.0032,0.8061,0.0112,0.2544,0.8519,0.1870,daily
V,0.9765,-0.0221,0.0014,2025-09-05,0.9807,-0.0029,0.9627,-0.0196,0.0185,0.9699,0.0109,0.9828,-0.0190,-0.0018,0.9836,-0.0026,0.9910,0.0189,0.0282,0.9886,0.0307,0.9251,-0.0419,0.0357,0.9257,0.0350,0.8751,-0.0178,0.1224,0.8969,0.0951,0.8539,-0.0588,0.1022,0.8593,0.0952,0.9986,-0.0036,-0.0022,0.9905,0.0059,0.9715,-0.0227,0.0060,0.9742,0.0032,0.9892,0.2409,0.2544,1.0454,0.1870,daily
VAW,1.0075,0.0089,0.0014,2025-09-05,1.0118,-0.0029,0.9887,0.0069,0.0185,0.9961,0.0109,1.0019,0.0001,-0.0018,1.0027,-0.0026,1.0235,0.0524,0.0282,1.0210,0.0307,0.9927,0.0282,0.0357,0.9934,0.0350,0.9531,0.0699,0.1224,0.9769,0.0951,0.9900,0.0912,0.1022,0.9963,0.0952,1.0241,0.0218,-0.0022,1.0158,0.0059,0.9959,0.0019,0.0060,0.9987,0.0032,0.8393,0.0528,0.2544,0.8870,0.1870,daily
VCR,0.9999,0.0013,0.0014,2025-09-05,1.0042,-0.0029,1.0065,0.0251,0.0185,1.0140,0.0109,1.0073,0.0056,-0.0018,1.0082,-0.0026,1.0472,0.0768,0.0282,1.0447,0.0307,1.0249,0.0615,0.0357,1.0255,0.0350,0.9782,0.0979,0.1224,1.0025,0.0951,1.0011,0.1034,0.1022,1.0075,0.0952,1.0309,0.0286,-0.0022,1.0226,0.0059,1.0026,0.0086,0.0060,1.0054,0.0032,1.0010,0.2556,0.2544,1.0578,0.1870,daily
VDC,1.0016,0.0030,0.0014,2025-09-05,1.0059,-0.0029,0.9871,0.0053,0.0185,0.9945,0.0109,1.0139,0.0121,-0.0018,1.0147,-0.0026,0.9868,0.0146,0.0282,0.9844,0.0307,0.9581,-0.0077,0.0357,0.9587,0.0350,0.8931,0.0025,0.1224,0.9154,0.0951,0.8946,-0.0139,0.1022,0.9004,0.0952,0.9970,-0.0052,-0.0022,0.9890,0.0059,1.0041,0.0101,0.0060,1.0069,0.0032,0.8210,0.0299,0.2544,0.8677,0.1870,daily
VEGI,1.0001,0.0015,0.0014,2025-09-05,1.0044,-0.0029,0.9799,-0.0020,0.0185,0.9873,0.0109,0.9840,-0.0177,-0.0018,0.9849,-0.0026,0.9658,-0.0070,0.0282,0.9635,0.0307,0.9356,-0.0310,0.0357,0.9362,0.0350,0.9624,0.0803,0.1224,0.9864,0.0951,0.9154,0.0090,0.1022,0.9213,0.0952,1.0037,0.0015,-0.0022,0.9956,0.0059,0.9783,-0.0158,0.0060,0.9811,0.0032,0.8999,0.1288,0.2544,0.9510,0.1870,daily
VGT,1.0003,0.0018,0.0014,2025-09-05,1.0047,-0.0029,0.9947,0.0130,0.0185,1.0021,0.0109,0.9889,-0.0128,-0.0018,0.9897,-0.0026,0.9943,0.0223,0.0282,0.9919,0.0307,1.0010,0.0367,0.0357,1.0017,0.0350,1.0222,0.1474,0.1224,1.0477,0.0951,1.0372,0.1433,0.1022,1.0439,0.0952,1.0004,-0.0018,-0.0022,0.9923,0.0059,0.9980,0.0040,0.0060,1.0007,0.0032,1.0204,0.2801,0.2544,1.0784,0.1870,daily
VHT,1.0036,0.0050,0.0014,2025-09-05,1.0079,-0.0029,0.9871,0.0053,0.0185,0.9945,0.0109,1.0154,0.0136,-0.0018,1.0162,-0.0026,1.0194,0.0482,0.0282,1.0170,0.0307,0.9927,0.0281,0.0357,0.9933,0.0350,0.8529,-0.0427,0.1224,0.8741,0.0951,0.9582,0.0562,0.1022,0.9643,0.0952,1.0199,0.0177,-0.0022,1.0117,0.0059,1.0045,0.0106,0.0060,1.0073,0.0032,0.7248,-0.0907,0.2544,0.7660,0.1870,daily
VIS,0.9968,-0.0018,0.0014,2025-09-05,1.0011,-0.0029,0.9862,0.0044,0.0185,0.9935,0.0109,0.9881,-0.0136,-0.0018,0.9889,-0.0026,0.9787,0.0062,0.0282,0.9763,0.0307,0.9849,0.0200,0.0357,0.9855,0.0350,1.0070,0.1303,0.1224,1.0321,0.0951,0.9814,0.0817,0.1022,0.9877,0.0952,1.0094,0.0071,-0.0022,1.0012,0.0059,0.9820,-0.0121,0.0060,0.9848,0.0032,0.9508,0.1927,0.2544,1.0049,0.1870,daily
VNQ,1.0098,0.0113,0.0014,2025-09-05,1.0142,-0.0029,1.0009,0.0194,0.0185,1.0084,0.0109,1.0097,0.0080,-0.0018,1.0106,-0.0026,0.9966,0.0247,0.0282,0.9942,0.0307,0.9918,0.0272,0.0357,0.9925,0.0350,0.9063,0.0172,0.1224,0.9289,0.0951,0.9472,0.0440,0.1022,0.9533,0.0952,1.0335,0.0312,-0.0022,1.0252,0.0059,1.0055,0.0116,0.0060,1.0083,0.0032,0.8053,0.0102,0.2544,0.8511,0.1870,daily
VOX,1.0042,0.0056,0.0014,2025-09-05,1.0085,-0.0029,1.0154,0.0342,0.0185,1.0230,0.0109,1.0318,0.0300,-0.0018,1.0327,-0.0026,1.0380,0.0673,0.0282,1.0355,0.0307,1.0501,0.0876,0.0357,1.0508,0.0350,1.0378,0.1649,0.1224,1.0637,0.0951,1.0538,0.1615,0.1022,1.0605,0.0952,1.0383,0.0360,-0.0022,1.0299,0.0059,1.0315,0.0378,0.0060,1.0344,0.0032,1.0977,0.3769,0.2544,1.1600,0.1870,daily
VPU,0.9963,-0.0023,0.0014,2025-09-05,1.0006,-0.0029,0.9765,-0.0055,0.0185,0.9838,0.0109,0.9884,-0.0134,-0.0018,0.9892,-0.0026,0.9431,-0.0304,0.0282,0.9408,0.0307,0.9879,0.0232,0.0357,0.9885,0.0350,0.9479,0.0639,0.1224,0.9715,0.0951,0.9319,0.0272,0.1022,0.9379,0.0952,0.9798,-0.0224,-0.0022,0.9719,0.0059,0.9756,-0.0185,0.0060,0.9784,0.0032,0.9024,0.1321,0.2544,0.9537,0.1870,daily
VRSN,1.0094,0.0109,0.0014,2025-09-05,1.0138,-0.0029,1.0066,0.0252,0.0185,1.0142,0.0109,1.0316,0.0297,-0.0018,1.0324,-0.0026,1.0185,0.0472,0.0282,1.0160,0.0307,0.9473,-0.0189,0.0357,0.9479,0.0350,1.0585,0.1881,0.1224,1.0849,0.0951,0.9248,0.0194,0.1022,0.9307,0.0952,1.0431,0.0408,-0.0022,1.0347,0.0059,1.0312,0.0374,0.0060,1.0341,0.0032,1.2143,0.5232,0.2544,1.2833,0.1870,daily
VTV,0.9953,-0.0032,0.0014,2025-09-05,0.9997,-0.0029,0.9816,-0.0003,0.0185,0.9890,0.0109,0.9985,-0.0033,-0.0018,0.9993,-0.0026,1.0020,0.0302,0.0282,0.9995,0.0307,0.9813,0.0163,0.0357,0.9819,0.0350,0.9331,0.0473,0.1224,0.9563,0.0951,0.9700,0.0692,0.1022,0.9762,0.0952,1.0150,0.0128,-0.0022,1.0068,0.0059,0.9941,0.0001,0.0060,0.9969,0.0032,0.8705,0.0919,0.2544,0.9199,0.1870,daily
VUG,0.9955,-0.0030,0.0014,2025-09-05,0.9999,-0.0029,0.9984,0.0168,0.0185,1.0058,0.0109,0.9988,-0.0030,-0.0018,0.9996,-0.0026,1.0005,0.0287,0.0282,0.9981,0.0307,1.0106,0.0467,0.0357,1.0112,0.0350,1.0105,0.1342,0.1224,1.0357,0.0951,1.0097,0.1130,0.1022,1.0162,0.0952,1.0034,0.0012,-0.0022,0.9953,0.0059,0.9993,0.0053,0.0060,1.0021,0.0032,1.0169,0.2756,0.2544,1.0747,0.1870,daily
WMT,0.9944,-0.0042,0.0014,2025-09-05,0.9987,-0.0029,1.0086,0.0272,0.0185,1.0161,0.0109,1.0476,0.0458,-0.0018,1.0485,-0.0026,0.9866,0.0144,0.0282,0.9842,0.0307,0.9890,0.0242,0.0357,0.9896,0.0350,0.9378,0.0527,0.1224,0.9612,0.0951,0.9161,0.0098,0.1022,0.9220,0.0952,1.0073,0.0051,-0.0022,0.9992,0.0059,1.0402,0.0464,0.0060,1.0431,0.0032,1.0484,0.3151,0.2544,1.1080,0.1870,daily
WOOD,1.0135,0.0149,0.0014,2025-09-05,1.0179,-0.0029,0.9978,0.0162,0.0185,1.0052,0.0109,1.0047,0.0029,-0.0018,1.0055,-0.0026,1.0238,0.0526,0.0282,1.0213,0.0307,0.9659,0.0004,0.0357,0.9665,0.0350,0.8708,-0.0226,0.1224,0.8925,0.0951,0.9484,0.0454,0.1022,0.9545,0.0952,1.0225,0.0203,-0.0022,1.0143,0.0059,0.9937,-0.0003,0.0060,0.9965,0.0032,0.7613,-0.0450,0.2544,0.8046,0.1870,daily
XAR,1.0048,0.0063,0.0014,2025-09-05,1.0092,-0.0029,0.9771,-0.0049,0.0185,0.9844,0.0109,0.9853,-0.0165,-0.0018,0.9861,-0.0026,0.9662,-0.0066,0.0282,0.9638,0.0307,1.0012,0.0369,0.0357,1.0018,0.0350,1.1826,0.3274,0.1224,1.2121,0.0951,1.0237,0.1284,0.1022,1.0303,0.0952,1.0075,0.0052,-0.0022,0.9993,0.0059,0.9772,-0.0169,0.0060,0.9800,0.0032,1.1524,0.4456,0.2544,1.2179,0.1870,daily
XBI,1.0199,0.0214,0.0014,2025-09-05,1.0244,-0.0029,1.0093,0.0279,0.0185,1.0168,0.0109,1.0592,0.0574,-0.0018,1.0601,-0.0026,1.0691,0.0993,0.0282,1.0665,0.0307,1.0814,0.1200,0.0357,1.0821,0.0350,0.9639,0.0820,0.1224,0.9880,0.0951,1.0662,0.1753,0.1022,1.0731,0.0952,1.0552,0.0528,-0.0022,1.0466,0.0059,1.0556,0.0620,0.0060,1.0585,0.0032,0.7716,-0.0320,0.2544,0.8155,0.1870,daily
XHB,1.0169,0.0183,0.0014,2025-09-05,1.0213,-0.0029,1.0371,0.0563,0.0185,1.0449,0.0109,1.0452,0.0434,-0.0018,1.0461,-0.0026,1.0823,0.1128,0.0282,1.0797,0.0307,1.1233,0.1634,0.0357,1.1240,0.0350,1.0438,0.1716,0.1224,1.0698,0.0951,1.1654,0.2845,0.1022,1.1728,0.0952,1.0555,0.0531,-0.0022,1.0469,0.0059,1.0323,0.0385,0.0060,1.0352,0.0032,0.8454,0.0605,0.2544,0.8935,0.1870,daily
